Collection,Predicate,Era
一个 Pranidhiss 场景的一部分,年代,现代
婆罗门,年代,现代
坐佛与铭文,年代,现代
音乐家,年代,现代
金刚,年代,现代
罗鲁卡的国王 Udrayana （Rudrayana）,年代,现代
宾比萨拉的被捕 （ 《阿弥陀佛经》中的场景 ）,年代,现代
Vaidehi 女王的第一次冥想 （ Sukhavativyuha 经 ）,年代,现代
出生前的场景 （Jatakas） 佛陀,年代,现代
婆罗门或 Vajrapani,年代,现代
棕榈日的庆祝活动,年代,现代
预言与转变场景,年代,现代
Fries with Perlenmotive 饰,年代,现代
坐佛,年代,现代
菩萨的自我牺牲,年代,现代
年轻的苦行者或婆罗门在树叶屋顶下,年代,现代
游泳在河里,年代,现代
预言与转变场景_1,年代,现代
预言与转变场景_2,年代,现代
四个托卡里斯的创始人与跪着的仆人,年代,现代
维斯西中国,年代,现代
Weiss 中国南方,年代,现代
瓦尔代尔中国,年代,现代
华东,年代,现代
杜波依斯 — 雷蒙德中国,年代,现代
克拉尼奇,年代,现代
老虎和蝙蝠,年代,现代
中国人聚会,年代,现代
在 Chinautla 的小屋,年代,现代
两名中国妇女和儿童,年代,现代
一个在中国的男人,年代,现代
背上背着木头的男人,年代,现代
“危地马拉印第安人 ”,年代,现代
烛光游行,年代,现代
日历 ： 插图 4 。到六。月份,年代,现代
“战役的 Tonguzluq ” （ 第。9 der 西洋 — 系列,年代,现代
《 Oroj—jalatu 战役》 （ 满族人对准准噶尔人 ）,年代,现代
坐着的女仆,年代,现代
带花和花环装饰的锦簇 （ “Chine de commande ” ）,年代,现代
茶壶与散步夫妇和建筑 （ “Chine de commande ” ）,年代,现代
一对欧洲夫妇坐在长凳上的小菜 （ “中国餐 ” ）,年代,现代
一对欧洲夫妇坐在长凳上的小菜 （ “中国餐 ” ）_1,年代,现代
盒子里有 14 个微型,年代,现代
十二件套科罗曼德拉漆幕与凤凰对和鸟,年代,现代
"与 Kythara—Pilgern （ ""中国命令"" ） 合作的服务员",年代,现代
提豪斯,年代,现代
告别 Tingyun Guan,年代,现代
莲花和水道上的暴雨,年代,现代
1952 年柏林节日周档案馆,年代,现代
米式风景 ， 陈吉茹 ， 董其昌 ， 王文智的 colophone,年代,现代
竹子_1,年代,现代
竹子_2,年代,现代
竹子 ， 岩石和兰花,年代,现代
书法学_5,年代,现代
哈嫩卡姆,年代,现代
淡水商人,年代,现代
蒙古的狩猎和战斗场景,年代,现代
音乐女性,年代,现代
日本、中国、美国,年代,现代
光绪皇帝墓葬 （ 1871 — 1908 ）,年代,现代
罗汉和龙 （ 翔龙罗汉 ）,年代,现代
八大王 （ 八大王 ）,年代,现代
中国歌剧《福尔摩斯》 （ 节选 ）,年代,现代
中国琵琶和钦,年代,现代
01 通往云端的道路,年代,现代
中国器乐 / 唱片蒙太奇 — 香港 — EMI， （手稿： Alain Daniélou）,年代,现代
55. SFB 节目来自中国的古典音乐乐器合奏在不同的阵容 ， （ 手稿 ： Ivan Vandor ）,年代,现代
48. SFB 节目《琴上的远东音乐》 （ 手稿 ： Habib Hassan Touma ）,年代,现代
"""东西方音乐"" 会议",年代,现代
"""东西方音乐"" 会议_1",年代,现代
中国音乐经典之作,年代,现代
中国音乐经典 1.,年代,现代
孔侯。香蕉叶片雨滴评价方法的介绍,年代,现代
新疆西北少数民族音乐,年代,现代
真实性,年代,现代
我们的环球旅行。贝卡录音远征亚洲。,年代,现代
蝴蝶爱好者,年代,现代
中国古典音乐,年代,现代
莲花： 饶宁新： 韩正乐 （节选）： 郑乐宝卷一,年代,现代
《士兵之歌》 ： 音乐爱好者中乐团 （ 香港 ） 与成都中乐团 （ 中国 ） 联合演出,年代,现代
中国 — 古典音乐,年代,现代
朱洛要塞的恐怖 （ 战斗图片 ）,年代,现代
关津,年代,现代
关祖,年代,现代
岩石铭文 / 绘画,年代,现代
两个圆形长木制物体之一,年代,现代
床或椅子腿,年代,现代
三木腿,年代,现代
帕德玛帕尼,年代,现代
阿弥陀佛 （？ ）,年代,现代
地板瓷砖,年代,现代
Gandharva 从莲花玫瑰花丛中诞生,年代,现代
观音站立 （观世音）,年代,现代
小木雕像 ， 坐在 anjali—mudra,年代,现代
库尔特尼什,年代,现代
石碑的底座 （ 战争损失 ）,年代,现代
一个 Devata 的头,年代,现代
布达科普夫,年代,现代
里特科普夫,年代,现代
头部碎片,年代,现代
僧人头或佛头,年代,现代
佛陀头的一部分,年代,现代
骑士头盔,年代,现代
Bodhisattva 形象,年代,现代
从一个花蕾中解开的人物形象,年代,现代
六个头骨和壳,年代,现代
婆罗门头三分头发,年代,现代
菩萨之头,年代,现代
布达科夫,年代,现代
魔鬼头,年代,现代
布达科普夫_1,年代,现代
里特科普夫_1,年代,现代
头部碎片_1,年代,现代
婆罗门科夫,年代,现代
头,年代,现代
首饰带头饰带,年代,现代
Brahman 的头颅碎片,年代,现代
头部碎片_2,年代,现代
小脑袋,年代,现代
霍尔兹普兰克,年代,现代
弗里斯,年代,现代
布雷特与维吾尔文字,年代,现代
矩形建筑碎片 （ 门 ？ ）,年代,现代
支柱基础,年代,现代
邪教形象框架,年代,现代
一个大型木制物体的部分,年代,现代
观世音菩萨,年代,现代
Yarkand—Teppich mit Granatapfel—Muster 新疆沙车清十八世期石榴纹羊毛毯,年代,现代
金刚巴尼和下面的莲花生,年代,现代
Typ bo zhong 钟,年代,现代
二胡,年代,现代
一个皇子,年代,现代
贝肯对,年代,现代
军官三阶级,年代,现代
公务员九阶级,年代,现代
公务员 V 级,年代,现代
菩萨地藏巴,年代,现代
朱罗要塞的恐怖 （ 摘自台湾战役系列评定台灣戰圖 Ping ding Taiwan zhan tu ， 第 1 期 ）,年代,现代
骆驼与骑手 （ 中国 ） 。胡人， jituo huren,年代,现代
型号,年代,现代
红色锦龙凤日月道袍 Hongse longfeng ri yue dao pao,年代,现代
北京景观,年代,现代
孙思苗 — 崇拜,年代,现代
张静岳的作品,年代,现代
前进一坊,年代,现代
大百科全书 Zhenjiu Dacheng,年代,现代
张吉作品 （ 18 卷 ）,年代,现代
Yilin gaicuo 医林,年代,现代
校正图注难经 （ chin.，   肖正图准南京 ）,年代,现代
孙思淼孙思淼,年代,现代
关于 Acupuncture 的教学身体侧视图,年代,现代
阿穆莱特 · 坦泽特尔,年代,现代
药店关于 Heilpalasters 的广告,年代,现代
作者 ： Sun Simiao,年代,现代
灵芝丸,年代,现代
Ling hi / Pil,年代,现代
魔鬼防御桌,年代,现代
Bian Que 针刺患者,年代,现代
（ 中国。  药碾子姚年子）,年代,现代
“针灸表 ” ： 侧人明堂图 Ce ren mintang tu,年代,现代
"《针灸》 （ Acupuncture ）""： 明堂图 Cangfu （？？）明塘涂。",年代,现代
“Akupunkturtafel ” ： 伏人明堂图,年代,现代
《 Akupunkturtafel 》 ： 正人明堂图,年代,现代
神农神农,年代,现代
李时珍李时珍,年代,现代
李时珍李时珍_1,年代,现代
李时珍李时珍_2,年代,现代
李时珍李时珍_3,年代,现代
阿尔 · 塔农斯,年代,现代
“舌诊 ”,年代,现代
"""手""",年代,现代
"""耳朵""",年代,现代
"""耳朵""_1",年代,现代
药房容器,年代,现代
“风景 ”_1,年代,现代
“风景 ”_2,年代,现代
米拉热帕,年代,现代
瓦杰拉帕尼先生,年代,现代
释迦牟尼 ， 后面的佛塔,年代,现代
佛陀阿弥陀佛与观世音菩萨和其他菩萨,年代,现代
三个和尚头,年代,现代
梅花 ， 水仙花和水果,年代,现代
考虑一个瀑布,年代,现代
半个桃子形状的茶杯,年代,现代
半个桃子形状的茶杯_1,年代,现代
苏娜 （ 苏娜 ） ？,年代,现代
康岛,年代,现代
三桥板,年代,现代
穆恩,年代,现代
盛,年代,现代
云板 （ 云板 ）,年代,现代
盛_1,年代,现代
关 （ 胆 ）,年代,现代
关 （ 胆 ）_1,年代,现代
关 （ 胆 ）_2,年代,现代
郑 （ 古郑 ）_1,年代,现代
顾,年代,现代
二胡_1,年代,现代
罗,年代,现代
罗_1,年代,现代
Tanggu / Tonggu,年代,现代
达古,年代,现代
博忠,年代,现代
索纳,年代,现代
唢呐,年代,近代
盛_2,年代,近代
排班,年代,近代
舜,年代,近代
和平桥,年代,近代
管道,年代,近代
郑 （ 古郑 ）_2,年代,近代
秦氏,年代,近代
千叶,年代,近代
索娜_1,年代,近代
三县,年代,近代
萨满鼓,年代,近代
器笛（无发达喙）（鸽哨）,年代,近代
婆府,年代,近代
碗喉琵琶,年代,近代
带弓的碗颈鲁特琴,年代,近代
水壶锣,年代,近代
锦缎面料制成的帽子,年代,近代
风景与船,年代,近代
竹子枝,年代,近代
一只鸟在一棵枯树上,年代,近代
迪克拉马蒂克,年代,近代
碎片,年代,近代
Fragment （ 梵文手稿 ）,年代,近代
僵尸列车,年代,近代
送葬,年代,清朝
ZHāng Dáolíng(天志),年代,近代
罗汉和虎 （ 福湖罗汉 ）,年代,近代
罗汉和蛇,年代,近代
马歇尔树冠 （ 英语 ： Marshall Canopy ）,年代,近代
建筑木框架结构 Dougong—斗拱,年代,近代
两个圆形长木制物体之一_1,年代,近代
立佛佛像 （ standing Buddha ）,年代,近代
霹雳（“金刚”）,年代,近代
Bodhisattva 的身体,年代,近代
一对瓷器碗与龙装饰,年代,近代
僵尸列车_1,年代,近代
彩色带盖篮子,年代,近代
书写艺术,年代,近代
智兴山脚下的艺术家花园,年代,近代
给朋友弹琴,年代,近代
在山区采集药材,年代,近代
风景与船和旗帜,年代,近代
兰花丛,年代,近代
兰花丛_1,年代,近代
无尽的河流和山脉,年代,近代
船上的学者在岩壁前,年代,近代
水仙花与岩石,年代,近代
"""有节奏的运动""",年代,近代
黄天霸,年代,近代
三位学者在草地亭子里围棋 （ 围棋 ）,年代,近代
瀑布,年代,近代
李河畔风景,年代,近代
第七个地狱王,年代,近代
月光下的梅花,年代,近代
湘江春雨图湘江春雨图,年代,近代
Wasser—Mond —观音水月观音水月观音,年代,近代
千臂观音,年代,近代
哈内科普夫坎纳,年代,近代
墓葬人物 ： 马鞍和马鞍,年代,近代
标签 ： Feliden 与猎物,年代,近代
三足类型 Yueshi Ding,年代,近代
三只脚上的杯子,年代,近代
朝圣瓶 ， 扁湖型,年代,近代
牛中型铃,年代,近代
双耳瓶 ， 类型 ping,年代,近代
带有模拟装饰的罐子,年代,近代
Tang—Jun 玻璃酒壶,年代,近代
日本人退出,年代,近代
巨大的悬挂,年代,近代
用牡丹和菊花装饰的墨水磨石,年代,近代
一对躺着的驴子形状的牌匾,年代,近代
佛陀阿弥陀佛在莲花宝座上,年代,近代
葡萄卷须装饰盘,年代,近代
站立的女士的形象,年代,近代
贝歇尔,年代,近代
肩盆与龙装饰,年代,近代
带破碎墙壁的小杯子,年代,近代
十一菩萨观音,年代,近代
回家的水牛在秋天的树林,年代,近代
通风窗,年代,近代
魔鬼头_1,年代,近代
Apsaras （ 天体 ）,年代,近代
带着跳舞的孩子的瓷砖,年代,近代
镀金和彩绘木质瓷砖,年代,近代
新生王子悉达多,年代,近代
冥想佛,年代,近代
大佛头,年代,近代
观世音菩萨 Bodhisattva Avalokiteshvara,年代,近代
寺庙旗帜碎片 ， 背景是 “1000 佛 ”,年代,近代
寺庙旗帜的碎片 ， 上面描绘了 Lokapala Virupaksha,年代,近代
祈祷帽,年代,近代
Kriegsschiff 戰艦様,年代,近代
沿海军舰（国舰）模型,年代,近代
公司名称是公司名称的名称。,年代,近代
渔船模型,年代,近代
愤怒的罗汉,年代,近代
佛陀,年代,近代
寺庙旗帜 — 佛陀双重形象,年代,近代
坦佩尔法恩 — 拜沙吉亚古鲁,年代,近代
立佛,年代,近代
佛陀的头 （ 片段 ）,年代,近代
遗迹,年代,近代
菩萨的头,年代,近代
佛陀_1,年代,近代
佛陀的双重形象,年代,近代
佛陀坐在一把伞下 ， 冥想的姿势在莲花上 ， 两侧各有一个陪伴人物。,年代,近代
立佛佛像 （ standing Buddha ）_1,年代,近代
《医药佛陀》 Bhaishajyaguru,年代,近代
坐禅佛,年代,近代
坐佛在狭窄 ， 高高的宝座和椭圆形火焰身体的光环,年代,近代
Avalokiteshvara （ 四分之一的莲花花蕾 ）,年代,近代
印度 Torbogen 站立佛像,年代,近代
坐禅佛_1,年代,近代
布达科普夫_2,年代,近代
菩萨瓦科夫,年代,近代
老婆罗门的头颅,年代,近代
大德瓦塔头,年代,近代
一个 Devata 的头_1,年代,近代
还愿板 — 佛陀 ， 佛塔和捐助者团体,年代,近代
立佛_1,年代,近代
立佛和捐赠者形象的还愿板,年代,近代
半身像一个 Devata 或菩萨 Yarkhoto,年代,近代
带有创始人和 Brahmi 文本的还愿石板,年代,近代
观世音菩萨_1,年代,近代
观音菩萨 Avalokiteshvara,年代,近代
贴花 — 弥勒菩萨,年代,近代
头盔背面的形状,年代,近代
骑士的形状与装甲保护,年代,近代
恶魔头,年代,近代
大头,年代,近代
笑脸和狮子头盔,年代,近代
头巾与头巾,年代,近代
女性形象,年代,近代
图卡里斯基金会人物,年代,近代
女性形象_1,年代,近代
刺绣 — 公主与女儿,年代,近代
观世音菩萨之手,年代,近代
佛教寺院的基石 （ 创建文件 ） ， 上面有中文铭文。,年代,近代
佛教寺院的基石 （ 创建证书 ）,年代,近代
横笛演奏神,年代,近代
三角形水壶,年代,近代
凤凰在珍珠圈， 罗塞特,年代,近代
两只狮子,年代,近代
观世音菩萨_2,年代,近代
带头盔的长矛手和孩子的宝座,年代,近代
佛教寺院的基石 （ 创建证书 ） ， 带有维吾尔文字,年代,近代
魔鬼的头与鸟头饰,年代,近代
菩萨之头_1,年代,近代
菩萨之头_2,年代,近代
冥想佛_1,年代,近代
菩萨头 ， 可能是观世音菩萨,年代,近代
观世音菩萨_3,年代,近代
纸衣袍 （ zhiyi pao ）,年代,近代
十一头观世音菩萨 （ Ekadasamukha Avalokiteshvara ）,年代,近代
两位创始人,年代,近代
葡萄牙殖民地。澳门,年代,近代
坐着的 Dem 'chog （ Samvara ） 与 Sakti,年代,近代
橘子和柿子,年代,近代
"""皇后"" 皇后",年代,近代
动机 ： 宽容场景,年代,近代
音板用木槌,年代,近代
新娘皇冠,年代,近代
毛毡地毯,年代,近代
萨满帽,年代,近代
婴儿床（儿童背带）,年代,近代
婴儿床（儿童背带）_1,年代,近代
中国 1975 年档案,年代,近代
萨满王冠,年代,近代
雕塑,年代,近代
雕塑_1,年代,近代
书桌 / 书房 / 书桌,年代,近代
池菊山教授编写的《中国戏剧红》 （ 中文部分英文 ）,年代,近代
收银员,年代,近代
一个官员 ， 一个官员和一个囚犯,年代,近代
一个有三个囚犯的法官,年代,近代
一个法官 ， 两个囚犯 ， 一个囚犯的妻子和孩子,年代,近代
一名法官与三名囚犯,年代,近代
皇帝和一个宫廷官员,年代,近代
高级官员与仆人,年代,近代
贵妇人与 Zofe,年代,近代
国王或皇太子与他的仆人,年代,近代
贵妇人与 Zofe_1,年代,近代
一个高级官员和他的仆人,年代,近代
公主或高级官员的妻子与她的女仆,年代,近代
清朝的高级官员,年代,近代
一位公主和她的宫女,年代,近代
皇后与宫女,年代,近代
一名中国公务员和他的儿子,年代,近代
两个女人在下棋,年代,近代
油锅炉 — 地狱的惩罚之一,年代,近代
亚马逊,年代,近代
克拉佩恩,年代,近代
女人与一个载体,年代,近代
两个人迎接,年代,近代
“恭喜你 ， 恭喜你 ， 恭喜你。,年代,近代
两个小孩在打羽毛球,年代,近代
处决,年代,近代
在执行死刑时,年代,近代
在法院,年代,近代
两名通奸犯在街上被捕,年代,近代
三名狱警折磨一名囚犯,年代,近代
一个囚犯 ， 他的妻子和两个法庭官员,年代,近代
两名囚犯和两名司法官员,年代,近代
