title,museum,era,material,size
团体肖像,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Gebäude,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
题词,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama,柏林州立博物馆,1904-1905,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和人,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴的视图和壁画,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
外洞视图和粘土塑料,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Panorama,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
当地恶魔,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,Staatliche Museen zu Berlin,1906-1907,,Plattengröße (Foto): 13 x 18 cm
Ruinenfeld和建筑物,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
街景,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
团体肖像,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
团体肖像,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
街景,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和建筑物,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴的视图和壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,物体维度：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
街景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑物和人,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑物和人,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
墙壁绘画的洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
与人的外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Gruppenportrait,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlen-Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
手稿,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
手稿,柏林州立博物馆,1906-1907,,物体维度：13 x 18厘米
Gebäude,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
III 8204的历史照片,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
毁灭性，一个人,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
手稿,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
建筑,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
手稿,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和建筑物,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
洞穴全景和人,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
人和现代建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
洞穴的视图和壁画,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
äußere Höhlenansicht,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图和人,柏林州立博物馆,1906-1907,,
äußere Höhlenansicht,Staatliche Museen zu Berlin,1906-1907,,Plattengröße (Foto): 13 x 18 cm
与人的外部洞穴视图,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
äußere Höhlenansicht,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama und Gebäude,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和建筑物,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画，铭文,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画，铭文,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld und Person,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
在前景的山丘和建筑物的层次的全景,Staatliche Museen zu Berlin,1906-1907,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
Wandmalerei,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
题词,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Portrait,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Gruppenportrait,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Gruppenportrait,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和人,柏林州立博物馆,1905-1906,,盘子尺寸（照片）：13 x 18厘米
Gebäude und Person,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
手稿,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
洞穴全景和建筑物,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld und Gebäude,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
手稿,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Höhlen-Panorama,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
外部洞穴视图,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
带有墙壁绘画和粘土雕塑的洞穴视图,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
洞穴视图,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlenansicht mit Wandmalereien und Lehmplastiken,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
带有墙壁绘画的洞穴视图,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
外部洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Handschrift,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
团体肖像,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Panorama,Staatliche Museen zu Berlin,1913-1914,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Gebäude,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
小西藏佛塔,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景和动物,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Panorama,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Panorama und Gebäude,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景和建筑物,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
建筑,Staatliche Museen zu Berlin,1902-1914,,Plattengröße (Foto): 13 x 18 cm
Ruinenfeld和建筑物,柏林州立博物馆,1902-1903,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
全景与建筑,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
壁画：,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Panorama,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
äußere Höhlenansicht,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Hand mit Schmuck,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Fotografie,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴视图和人,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1902-1914,,物体维度：13 x 18厘米
Ruinenfeld和建筑物,柏林州立博物馆,1902-1914,,物体维度：13 x 18厘米
洞穴视图,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1903,,
Ruinenfeld和建筑物,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1902-1903,,盘子尺寸（照片）：13 x 18厘米
题词,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1903,,物体维度：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1904-1905,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1904-1905,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
粘土塑料,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
风景和人,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
全景与建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
团体肖像,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画和铭文,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
场景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和Cave Panorama,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld和Cave Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlenansicht,Staatliche Museen zu Berlin,1906-1907,,Plattengröße (Foto): 13 x 18 cm
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
Höhlen-Panorama,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1913-1914,,Plattengröße (Foto): 13 x 18 cm
