Subject,Predicate,Object
Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),材料,"Pappe, gebunden. Einband aus grünem Kunstleder mit eingeprägter Beschriftung."
Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),大小,"Höhe x Breite x Tiefe: 23 x 30 x 5,5 cm"
Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),描述,"Ornamentierter grüner Stoffeinband, in der oberen und unteren Hälfte mit einem geprägten Ornament-Band versehen. Goldene Schriftzeichen und roter Stempel der Herstellerwerkstatt. Seiten grün-grau, am Rand gezahnt. 1 Foto je Seite + Begleittext (deutsch/chinesisch). Auf den ersten Seiten Titel, Einführung (dt./chin.) auf türkisem Papier gedruckt und handgeschriebene Widmung. Inhalt: 48 sw-Fotos mit verschiedenen Bauwerken, z.B. Doppelseite ""The Long Colonnade"" und ""Summer Palace"""
Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),图片链接,https://recherche.smb.museum/images/2595104_300x300.jpg
Chinese Architectural Beauties 中国建築美 (Das Marmorschiff (1)),详情链接,https://id.smb.museum/object/143432/chinese-architectural-beauties-%E4%B8%AD%E5%9B%BD%E5%BB%BA%E7%AF%89%E7%BE%8E-das-marmorschiff-1
"50 Aufnahmen aus Indien, China, Korea und Japan",属于,Staatliche Museen zu Berlin
"50 Aufnahmen aus Indien, China, Korea und Japan",年代,Meiji-Zeit
"50 Aufnahmen aus Indien, China, Korea und Japan",材料,Fotoalbum mit Urushideckeln
"50 Aufnahmen aus Indien, China, Korea und Japan",大小,"Objektmaß: 27,5 x 35,5 x 6,5 cm"
"50 Aufnahmen aus Indien, China, Korea und Japan",描述,"Dieses Album enthält 50 Aufnahmen u. a. aus China, Indien, Korea und Japan sowie des Panzerkreuzers SMS Gneisenau unter Kommando von Franz Willi Brüningh von  einer Reise um 1912-1914. Laut  Ausstellungskatalog 2015 (siehe Nachsatz) stammen sie von  ""diversen , bis dato unbekannten Fotografen"". 
Auf der Vorderseite auf schwarzem Urushi (Lack)  eine Landschaft mit Fluss und der Hl. Brücke in Nikkô.
Es handelt sich um s/w Fotografien, die  vollflächig auf die Albumseiten montiert sind; zumeist vier Fotografien pro Seite (Vorder- und Rückseite) mit Beschriftungen. (Kommentar Siegmar Nahser, 2012).- Publ. in: Kühn, Christine (Hg.): Zartrosa und Lichtblau: japanische Fotografie der Meiji-Zeit (1868-1912), Bielefeldt/  Berlin, Staatliche Museen, Kunstbibliothek, 2015, Nr. 68 (Abbildung  der Einbandvorderseite)."
"50 Aufnahmen aus Indien, China, Korea und Japan",图片链接,https://recherche.smb.museum/images/3469201_300x300.jpg
"50 Aufnahmen aus Indien, China, Korea und Japan",详情链接,https://id.smb.museum/object/142951/50-aufnahmen-aus-indien-china-korea-und-japan
Orakelknochen 甲骨文字,属于,Staatliche Museen zu Berlin
Orakelknochen 甲骨文字,年代,Shang-Zeit
Orakelknochen 甲骨文字,材料,Knochen
Orakelknochen 甲骨文字,大小,"Objektmaß: L 7,8 cm; B: 6,0 cm"
Orakelknochen 甲骨文字,描述,Schulterblattknochen mit Divinationstext (fragment.).
Orakelknochen 甲骨文字,图片链接,https://recherche.smb.museum/images/598037_300x300.jpg
Orakelknochen 甲骨文字,详情链接,https://id.smb.museum/object/140641/orakelknochen-%E7%94%B2%E9%AA%A8%E6%96%87%E5%AD%97
算盤,属于,Staatliche Museen zu Berlin
算盤,年代,"Qing-zeit, vor 1826"
算盤,材料,Holz
算盤,大小,"Objektmaß: 3,2 x 48,5 x 18,5 cm"
算盤,描述,"Nachtrag aus den Akten des Grafen Ross:

(lt. Altkartei):"
算盤,图片链接,https://recherche.smb.museum/images/598001_300x300.jpg
算盤,详情链接,https://id.smb.museum/object/140639/%E7%AE%97%E7%9B%A4
"Fotoalbum Japan, China 1913.",属于,Staatliche Museen zu Berlin
"Fotoalbum Japan, China 1913.",年代,1913
"Fotoalbum Japan, China 1913.",材料,Fotoalbum mit Urushieinband
"Fotoalbum Japan, China 1913.",大小,"Objektmaß: 27,5 x 36,5 x 7 cm"
"Fotoalbum Japan, China 1913.",描述,"Fotoalbum Japan, China 1913."
"Fotoalbum Japan, China 1913.",图片链接,https://recherche.smb.museum/images/3052316_300x300.jpg
"Fotoalbum Japan, China 1913.",详情链接,https://id.smb.museum/object/140404/fotoalbum-japan-china-1913
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),属于,Staatliche Museen zu Berlin
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),年代,"Yongle-Zeit, dat. 1407 (Bd.b)"
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),材料,Papier; Tusche
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),大小,Höhe x Breite: 50 x 30 cm
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),描述,"Vermutlich ein Nachdruck der Qing-Zeit, 3 Bände: Yongle dadian."
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),图片链接,https://recherche.smb.museum/images/2851947_300x300.jpg
Yongle dadian  永樂大典  - a) Kap. 93 Abschnitt 903-904 b) Kap.1033 (12 Doppelseiten) c) Kap. 13189 und 13190 (29 Doppelseiten),详情链接,https://id.smb.museum/object/140384/yongle-dadian--%E6%B0%B8%E6%A8%82%E5%A4%A7%E5%85%B8----a-kap--93-abschnitt-903-904-b-kap-1033-12-doppelseiten-c
Fengshui-Geomant 風水師,属于,Staatliche Museen zu Berlin
Fengshui-Geomant 風水師,年代,"Qing (Mandschu) –Dynastie (Ende), vor 1896"
Fengshui-Geomant 風水師,材料,"Papier, Tusche, Pigment"
Fengshui-Geomant 風水師,大小,"Blattmaß: 23,7 x 32,4 cm (mit Ergänzungen)"
Fengshui-Geomant 風水師,描述,"""Der Wahrsager prüft mit seinem Kompaß die glückbringende Grablage und günstige Zeit für das Begräbnis"".
Aus: Müller, Claudius, Wu, Shun-chi (Hg.):  Wege der Götter und Menschen, Ausstellungskatalog, Berlin, Staatliche Museen, Museum für Völkerkunde, 1989, S.102 f."
Fengshui-Geomant 風水師,图片链接,https://recherche.smb.museum/images/1465832_300x300.jpg
Fengshui-Geomant 風水師,详情链接,https://id.smb.museum/object/139933/fengshui-geomant-%E9%A2%A8%E6%B0%B4%E5%B8%AB
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),属于,Staatliche Museen zu Berlin
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),年代,"Qing (Mandschu) –Dynastie (Ende), vor 1888"
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),材料,Papier
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),大小,"Blattmaß: 19,8 x 20,0 cm"
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),描述,Szene aus dem Theaterstück Cuipingshan.
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),图片链接,https://recherche.smb.museum/images/1577480_300x300.jpg
Szene aus dem Theaterstück Cuipingshan: Der Cuiping-Berg ( 翠屏山),详情链接,https://id.smb.museum/object/139766/szene-aus-dem-theaterstuck-cuipingshan-der-cuiping-berg--%E7%BF%A0%E5%B1%8F%E5%B1%B1
Apotheker beim Wiegen,属于,Staatliche Museen zu Berlin
Apotheker beim Wiegen,年代,"Qing (Mandschu) –Dynastie, (Ende), vor 1895"
Apotheker beim Wiegen,材料,Papier
Apotheker beim Wiegen,大小,"Höhe x Breite: 18 x 22,4 cm"
Apotheker beim Wiegen,描述,"Übersetzung der Beischrift:
""Diese Abbildung zeigt das Abwiegen der Ausgangsstoffe (einer Rezeptur) in Pulverform für die Zusammenstellung von (Arznei)pulvern oder aber für die Herstellung von allen möglichen Pillen mittels der Zusammenstellung von Arzneipulvrn"".- Publ. in Unschuld, Paul U. Huichun, München/Berlin, 1995, S. 157."
Apotheker beim Wiegen,图片链接,https://recherche.smb.museum/images/4824663_300x300.jpg
Apotheker beim Wiegen,详情链接,https://id.smb.museum/object/139637/apotheker-beim-wiegen
Apotheker am Schneidegerät,属于,Staatliche Museen zu Berlin
Apotheker am Schneidegerät,年代,"Qing (Mandschu) -Dynastie, vor 1890"
Apotheker am Schneidegerät,材料,Papier
Apotheker am Schneidegerät,大小,"Bildmaß: 18 x 22,5 cm"
Apotheker am Schneidegerät,描述,"Übersetzung der Bildaufschrift:
""Diese Abbildung zeigt das zerschneiden von Arzneidrogen in einer Apotheke mit dem Drogenmesser. Alle Kräutertabletten und Kräuterarzneien werden in der Apotheke in Wasser eingeweicht und mit dem Messer zerschnitten. Danach werden sie geröstet. Manche werden mit Honig überzogen."" Aus: Unschuld, Paul, Huichun...., München (Prestel), 1995, S. 152"
Apotheker am Schneidegerät,图片链接,https://recherche.smb.museum/images/1574226_300x300.jpg
Apotheker am Schneidegerät,详情链接,https://id.smb.museum/object/139636/apotheker-am-schneidegerat
Arzt und Patientin (Pulsfühlen),属于,Staatliche Museen zu Berlin
Arzt und Patientin (Pulsfühlen),年代,Qing-Zeit (Ende)
Arzt und Patientin (Pulsfühlen),材料,"Seide, Guache - Farben"
Arzt und Patientin (Pulsfühlen),大小,"Höhe x Breite: 15,3 x 20 cm"
Arzt und Patientin (Pulsfühlen),描述,Arzt und Patientin: Pulsfühlen.
Arzt und Patientin (Pulsfühlen),图片链接,https://recherche.smb.museum/images/4824658_300x300.jpg
Arzt und Patientin (Pulsfühlen),详情链接,https://id.smb.museum/object/139631/arzt-und-patientin-pulsfuhlen
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",属于,Staatliche Museen zu Berlin
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",年代,1894
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",材料,Polychrome Holzfigur
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",大小,"Objektmaß: 45,6 x 16 x 18 cm"
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",描述,"Auf einem rechteckigen Sockel steht im Ausfallschritt die Figur in der Tracht eines Kriegers. Über einem roten Gewand liegen an den Oberarmen und den Beinen goldene Panzer, ebenso den Unterkörper der Figur bedeckend, vorderseitig in Form eines spitz zulaufenden Wimpels, rückseitig in Form zweier Rechtecke. Die Figur trägt eine Kopfbedeckung, die nach hinten in Form eines schwarzen rechteckigen Kastens ausläuft. Mittig auf der Kopfbedeckung sitzt eine türkisfarbene Bommel. Der Kopf ist nach vorne geneigt. Das Gesicht hat asiatische Züge. Der Mund wird von einem langen Vollbart (Echthaare) verdeckt. 
Die linke Hand hält einen grünen Schwertgriff, die rechte Hand ist hinter den Rücken gelegt. Sie hielt ursprünglich ein Attribut umschlossen. 
Auf dem Sockel befindet sich in der rechten vorderen Ecke ein roter Papieraufkleber mit chinesischen Schriftzeichen."
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",图片链接,https://recherche.smb.museum/images/1322392_300x300.jpg
"Vermutl. Leigong 雷公 , der ""Herr des Donners""",详情链接,https://id.smb.museum/object/138377/vermutl--leigong-%E9%9B%B7%E5%85%AC--der-herr-des-donners
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,属于,Staatliche Museen zu Berlin
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,年代,"Qing (Mandschu) –Dynastie (Ende), 1890-1894"
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,材料,Polychrome Holzfigur
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,大小,"Objektmaß: 47 x 17,5 x 14 cm"
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,描述,"Kurzbeschreibung und Skizze in:
Mueller, Herbert (Hg.); Grube, Wilhelm (Übersetzer): 封神澲演義 FENG-SHEN-YEN-I. Die Metamorphosen der Götter. Historisch-mythologischer Roman aus dem Chinesischen Übersetzung der Kapitel 1 bs 46. Band I.-Zweiter Halbband. Leiden, 1912,  S. 451."
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,图片链接,https://recherche.smb.museum/images/4488779_300x300.jpg
Sterngottheit des mittleren Scheffels mit Namen Chao Lei,详情链接,https://id.smb.museum/object/138299/sterngottheit-des-mittleren-scheffels-mit-namen-chao-lei
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",属于,Staatliche Museen zu Berlin
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",年代,20.Jh. (Anfang)
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",材料,Papier
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",大小,"Blattmaß: mit Fassung 163,5 x 64,5 cm"
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",描述,"Publ. mit Übersetzung der Aufschrift in: Unschuld, Paul Huichun-Rückkehr in den Frühling, München (Prestel)/ Berlin (Museum für Völkerkunde), 1995, S. 63"
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",图片链接,https://recherche.smb.museum/images/746679_300x300.jpg
"""Kangzi bietet (Konfuzius) Arzneidrogen an"" (康子饋藥 Kangzi kuei yao)",详情链接,https://id.smb.museum/object/137505/kangzi-bietet-konfuzius-arzneidrogen-an-%E5%BA%B7%E5%AD%90%E9%A5%8B%E8%97%A5-kangzi-kuei-yao
Der Gelehrte Li Shizhen 李時珍 (1518-1593),属于,Staatliche Museen zu Berlin
Der Gelehrte Li Shizhen 李時珍 (1518-1593),年代,"Republik China, ca. 1912-1949"
Der Gelehrte Li Shizhen 李時珍 (1518-1593),材料,Glasierte Keramik mit bemaltem Inkarnat
Der Gelehrte Li Shizhen 李時珍 (1518-1593),大小,"Objektmaß: 29,5 x 11 x 11 cm"
Der Gelehrte Li Shizhen 李時珍 (1518-1593),描述,Li Shizhen (1518-1593) war Autor der bis heute berühmten pflanzenkundlichen und pharmazeutischen Enzyklopädie Bencao gangmu. (vgl. Inv. Nr. I D  47896 (01).
Der Gelehrte Li Shizhen 李時珍 (1518-1593),图片链接,https://recherche.smb.museum/images/859582_300x300.jpg
Der Gelehrte Li Shizhen 李時珍 (1518-1593),详情链接,https://id.smb.museum/object/137421/der-gelehrte-li-shizhen-%E6%9D%8E%E6%99%82%E7%8F%8D-1518-1593
Yjing-Dekor,属于,Staatliche Museen zu Berlin
Yjing-Dekor,年代,Qing (Mandschu) –Dynastie (Ende)
Yjing-Dekor,材料,"Porzellan, glasiert und bemalt"
Yjing-Dekor,大小,"Objektmaß: 5,1 x 3,8 x 1,7 cm"
Yjing-Dekor,描述,Arznei Abgabegefäß. Weißgrauer Untergrund ( Trigramme)
Yjing-Dekor,图片链接,https://recherche.smb.museum/images/598454_300x300.jpg
Yjing-Dekor,详情链接,https://id.smb.museum/object/137065/yjing-dekor
wadang 瓦當,属于,Staatliche Museen zu Berlin
wadang 瓦當,年代,Qin-Dynastie (?)/Han-Zeit (?)
wadang 瓦當,材料,Ton
wadang 瓦當,大小,"Objektmaß: 7 x 6,3 x 1,2 cm"
wadang 瓦當,描述,Traufenendstück eines Hohlziegels.
wadang 瓦當,图片链接,https://recherche.smb.museum/images/4540626_300x300.jpg
wadang 瓦當,详情链接,https://id.smb.museum/object/135950/wadang-%E7%93%A6%E7%95%B6
Schafstall,属于,Staatliche Museen zu Berlin
Schafstall,年代,Han-Dynastie
Schafstall,材料,"Ton, Pigmente"
Schafstall,大小,Objektmaß: 24 x 31 x 31 cm
Schafstall,描述,"Grabbeigabe: Schafstall mit 10 Schafen, einem Hirten und einem Wächterhaus in Umfriedung aus Ton mit  hellgrüner, irisierender  Glasur. (Renée Violet, 1967)"
Schafstall,图片链接,https://recherche.smb.museum/images/3266280_300x300.jpg
Schafstall,详情链接,https://id.smb.museum/object/135835/schafstall
Sitzende Guanyin 観音菩薩,属于,Staatliche Museen zu Berlin
Sitzende Guanyin 観音菩薩,年代,"Qing (Mandschu) –Dynastie, (Anfang), um 1700"
Sitzende Guanyin 観音菩薩,材料,"Porzellan, weiß glasiert"
Sitzende Guanyin 観音菩薩,大小,"Objektmaß: 30,8 x 13,5 x 11 cm"
Sitzende Guanyin 観音菩薩,描述,Auf einem Lotossockel sitzende Guanyin mit Schriftrolle  in der Linken.
Sitzende Guanyin 観音菩薩,图片链接,https://recherche.smb.museum/images/3148160_300x300.jpg
Sitzende Guanyin 観音菩薩,详情链接,https://id.smb.museum/object/135822/sitzende-guanyin-%E8%A6%B3%E9%9F%B3%E8%8F%A9%E8%96%A9
Fabeltier mit Führer,属于,Staatliche Museen zu Berlin
Fabeltier mit Führer,年代,Qing (Mandschu) -Dynastie
Fabeltier mit Führer,材料,glasierte Keramik
Fabeltier mit Führer,大小,Objektmaß: 42 x 65 x 21 cm
Fabeltier mit Führer,描述,"Giebelbekrönung: Firstschmuck (Dachreiter) in Form eines Fabeltieres mit daneben stehendem Mann.

Dachreiter sind Figuren (Tier-, Mensch- oder Fabelwesen) aus glasiertem, gebrannten Ton, die auf den Firsten geschwungener Dächer in China angebracht sind. Nach religiöser Vorstellung der Chinesen ist mit ihnen ein deutlich ausgeprägter Schutzgedanken verknüpft. Sie schützen die Gebäude und die sich darin aufhaltenden Wesen (vor Blitzen, bösen Einflüssen, bösen Geistern, etc.)
Je höher ein Gebäude in seinem spirituellen Wert eingeschätzt wird, desto größer ist die Zahl der Figuren. 
Bis zu zwölf Figuren können sich auf den geschwungenen Enden der Dächer formieren. Hintereinander reihen sich Löwen, Phönixe, Einhörner, Hühner, Fabelwesen, Drachen, Mischwesen, historische Personen."
Fabeltier mit Führer,图片链接,https://recherche.smb.museum/images/5687432_300x300.jpg
Fabeltier mit Führer,详情链接,https://id.smb.museum/object/135804/fabeltier-mit-fuhrer
Törichter Diener,属于,Staatliche Museen zu Berlin
Törichter Diener,年代,20. Jh.
Törichter Diener,材料,Holz
Törichter Diener,大小,"Objektmaß: KL: 13cm; KB: 5,9cm"
Törichter Diener,描述,"Männlicher Darsteller in der Rolle eines Komikers ""Chou"". Der Kopf ist aus Holz mit Fassung. Das Gesicht knochig und braun, mit weißer Brillenzeichnung wie chinesischer Bohnenkäse, weshalb er auch ""Bohnenkäsegesicht"" (Doufulian) genannt wird. Der Mund rot, und Wangen in rosarote Farbe."
Törichter Diener,图片链接,https://recherche.smb.museum/images/2577117_300x300.jpg
Törichter Diener,详情链接,https://id.smb.museum/object/133508/torichter-diener
Braut / Schwarze Schlange Xiao Qing,属于,Staatliche Museen zu Berlin
Braut / Schwarze Schlange Xiao Qing,年代,20. Jh.
Braut / Schwarze Schlange Xiao Qing,材料,Holz
Braut / Schwarze Schlange Xiao Qing,大小,Objektmaß: KL: 12cm; KB: 6cm
Braut / Schwarze Schlange Xiao Qing,描述,"Frauendarsteller in der Rolle einer Dan
Eintrag im historischen Hauptkatalog.: ""Stockpuppe: Braut; Holz mit farbiger Fassung. Gesicht zart rosig, mit PhönixKrone aus Pappmaché, rotes reichgesticktes Gewand mit Bänderrock und Schulterkragen und Perlengehänge. An 3 Stäben."""
Braut / Schwarze Schlange Xiao Qing,图片链接,https://recherche.smb.museum/images/2383851_300x300.jpg
Braut / Schwarze Schlange Xiao Qing,详情链接,https://id.smb.museum/object/133485/braut---schwarze-schlange-xiao-qing
